436,1
578,1
716,0
19,0
199,1
223,0
846,0
730,0
435,0
425,0
155,0
302,1
719,0
217,1
756,1
598,0
58,0
208,1
372,0
759,0
712,0
635,0
405,0
550,1
517,1
95,0
701,1
131,0
462,0
714,0
83,1
191,1
471,0
215,0
883,0
809,0
342,1
782,1
499,0
533,0
473,1
133,0
305,0
78,0
318,0
282,0
169,0
806,0
567,0
156,0
136,0
804,1
87,0
382,1
688,0
825,0
772,0
536,1
319,1
737,0
427,1
662,0
703,0
307,1
249,1
13,0
168,0
138,0
147,1
140,0
163,0
321,0
626,0
864,0
586,1
516,0
214,0
512,0
802,1
841,0
721,1
51,0
446,1
582,1
204,0
267,0
409,0
758,0
245,0
540,1
207,0
463,0
674,1
740,0
394,1
871,0
388,1
248,1
660,0
206,0
419,0
755,1
345,0
504,0
769,0
502,0
65,0
398,0
855,0
526,0
171,0
366,0
196,1
142,1
301,1
109,0
680,1
120,0
599,0
803,1
863,1
658,0
273,1
636,1
485,1
878,0
693,1
73,0
836,1
334,0
813,0
666,0
294,0
524,1
179,0
834,0
735,0
588,1
102,0
702,1
744,0
854,1
6,0
181,0
240,0
545,0
295,0
96,0
35,0
411,0
593,0
126,1
788,0
139,0
608,1
70,0
692,1
52,0
778,1
677,0
859,1
461,1
746,0
765,0
885,0
400,1
75,1
753,0
320,1
649,0
450,1
531,1
811,0
30,0
399,0
200,0
416,0
850,1
869,0
562,0
226,0
291,1
36,0
699,0
361,0
121,0
424,0
82,1
194,1
326,1
706,0
21,0
700,0
386,0
569,0
663,0
731,1
661,1
98,1
501,0
368,1
86,1
780,1
371,1
496,0
862,0
306,1
332,0
694,0
659,0
624,0
837,0
748,1
123,0
691,1
357,1
625,0
76,0
404,0
24,1
202,0
158,0
45,1
422,0
383,0
549,0
595,0
442,0
272,1
500,0
521,1
689,0
266,0
351,0
713,1
387,0
620,0
222,0
433,1
93,0
221,1
265,0
77,0
189,0
441,1
861,0
459,1
741,1
235,0
669,0
881,1
874,0
48,1
122,0
530,0
327,0
707,1
447,1
432,1
39,0
401,1
520,0
794,0
519,1
312,1
828,1
79,1
11,1
210,1
848,0
544,1
172,0
114,0
548,1
88,0
309,0
92,0
872,1
704,0
724,0
510,1
279,0
736,0
117,0
770,0
764,1
781,1
374,0
180,0
439,0
607,0
820,0
829,1
565,0
697,0
60,0
616,1
835,0
146,0
695,0
2,1
364,0
212,1
579,0
106,0
369,1
821,1
61,0
287,1
560,1
343,0
844,0
630,0
269,1
585,0
534,1
851,0
438,1
54,1
420,0
672,0
310,1
346,1
255,0
303,0
153,0
727,1
640,0
454,1
173,1
556,0
280,1
227,1
631,1
683,0
858,1
71,0
722,0
889,0
244,0
645,1
652,1
116,0
370,1
647,0
686,0
418,1
55,0
535,0
581,1
559,1
853,0
580,1
487,1
610,1
832,1
838,0
455,0
653,0
111,0
110,1
44,1
414,0
17,0
57,1
518,0
141,0
253,0
355,0
648,1
69,1
209,1
150,0
264,0
619,1
329,1
685,0
886,0
440,0
443,0
596,0
642,1
466,0
768,0
505,1
656,0
430,1
729,0
651,0
225,1
709,1
50,0
286,0
687,0
790,0
696,0
290,1
16,1
618,0
8,0
337,0
612,0
602,0
546,0
324,1
791,0
323,1
613,1
766,1
639,0
884,0
566,0
187,1
767,0
195,1
728,1
816,0
228,0
434,0
830,1
344,0
787,1
761,0
288,0
814,0
15,0
32,1
38,0
747,0
537,0
775,1
328,1
609,1
538,1
664,0
230,0
26,1
484,1
525,0
390,1
643,0
238,1
376,1
515,0
857,1
827,0
63,0
785,0
56,1
99,1
229,0
358,0
541,1
676,0
551,1
335,1
614,0
84,0
33,1
261,0
479,0
503,0
542,0
584,0
252,0
233,0
336,0
64,0
137,1
397,0
678,1
178,0
654,1
59,1
684,0
198,0
66,1
590,0
385,0
673,0
557,1
429,0
10,1
597,1
108,1
94,0
125,0
698,1
134,1
805,1
732,0
161,0
41,0
868,0
870,1
406,0
575,0
468,0
164,0
80,1
547,1
184,1
488,0
423,0
873,0
410,0
421,0
268,1
882,0
144,0
481,0
258,1
789,1
317,1
377,1
823,0
177,0
509,0
237,0
876,1
711,1
831,1
852,0
665,1
657,0
865,0
627,0
798,1
508,1
604,0
445,1
162,1
646,1
27,0
218,0
452,0
456,1
363,0
592,1
449,1
773,0
152,1
40,1
682,1
476,0
260,1
808,0
629,0
807,0
201,0
460,0
31,0
247,0
563,0
810,1
632,0
511,1
283,0
72,0
159,0
879,0
822,1
157,1
3,1
890,1
795,0
28,0
849,0
717,1
413,1
824,1
145,0
154,0
817,0
127,0
799,0
18,1
417,1
47,0
241,0
681,0
340,0
185,1
393,0
341,1
513,1
297,0
407,0
119,0
275,1
192,0
23,1
467,0
20,1
81,0
611,0
175,0
239,0
213,0
523,0
777,0
149,0
792,0
362,0
776,0
242,1
633,1
412,0
891,0
29,1
887,0
113,0
738,1
532,0
675,0
826,0
752,1
284,1
839,1
670,1
193,1
793,0
796,0
